wdNumber,docNumber,lease,category,amount,periodStart,periodEnd,submittedDate,unit,comment,company,supplier,arrangement,invoicing
SINV-362335,65524,1005-056,Rental,5115.45,2025-11-01,2025-11-30,2025-11-17,N5683,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362340,65525,1005-057,Rental,8062.02,2025-11-01,2025-11-30,2025-11-17,T31370,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362340,65525,1005-057,Rental,8062.02,2025-11-01,2025-11-30,2025-11-17,T35642,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362340,65525,1005-057,Rental,8062.02,2025-11-01,2025-11-30,2025-11-17,T35668,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362353,65526,1005-059,Rental,347.75,2025-11-01,2025-11-30,2025-11-17,AV6146,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362357,65527,1005-060,Rental,6141.61,2025-11-01,2025-11-30,2025-11-17,DT3287,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362357,65527,1005-060,Rental,6141.61,2025-11-01,2025-11-30,2025-11-17,TBL280,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362357,65527,1005-060,Rental,6141.61,2025-11-01,2025-11-30,2025-11-17,N5755,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362370,65528,1005-061,Rental,2329.63,2025-11-01,2025-11-30,2025-11-17,T35330,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362374,65529,1005-062,Rental,3445.47,2025-11-01,2025-11-30,2025-11-17,NB00144801,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362374,65529,1005-062,Rental,3445.47,2025-11-01,2025-11-30,2025-11-17,NB00144802,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362374,65529,1005-062,Rental,3445.47,2025-11-01,2025-11-30,2025-11-17,NB00144803,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362376,65530,1005-027,Rental,226.66,2025-11-01,2025-11-30,2025-11-17,5986,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362377,65531,1005-065,Rental,754.82,2025-11-01,2025-11-30,2025-11-17,8700251,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362377,65531,1005-065,Rental,754.82,2025-11-01,2025-11-30,2025-11-17,8700249,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362382,65532,1005-064,Rental,4160.17,2025-11-01,2025-11-30,2025-11-17,700472,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,4121,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,4757,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503871,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503865,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503898,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503885,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503886,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503875,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503869,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503863,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503872,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362386,65533,1005-070,Rental,1863.04,2025-11-01,2025-11-30,2025-11-17,PK503870,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,2023221,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,2023222,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,2023223,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,2023225,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,2023974,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,2023985,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,2023986,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,T74195,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,T74196,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,T74197,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,T74228,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362391,65534,1005-066,Rental,10539.3,2025-11-01,2025-11-30,2025-11-17,T74229,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362414,65535,1005-067,Rental,539.28,2025-11-01,2025-11-30,2025-11-17,2023909,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362426,65536,1005-072,Rental,4728.62,2025-11-01,2025-11-30,2025-11-17,B95019023,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362431,65537,1005-068,Rental,3724.07,2025-11-01,2025-11-30,2025-11-17,64983,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362431,65537,1005-068,Rental,3724.07,2025-11-01,2025-11-30,2025-11-17,B25015016,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362431,65537,1005-068,Rental,3724.07,2025-11-01,2025-11-30,2025-11-17,PNX-LC150/100-1140,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362431,65537,1005-068,Rental,3724.07,2025-11-01,2025-11-30,2025-11-17,8700248,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362431,65537,1005-068,Rental,3724.07,2025-11-01,2025-11-30,2025-11-17,8700250,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362431,65537,1005-068,Rental,3724.07,2025-11-01,2025-11-30,2025-11-17,T72060,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362442,65538,1005-073,Rental,2407.95,2025-11-01,2025-11-30,2025-11-17,2024159,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362442,65538,1005-073,Rental,2407.95,2025-11-01,2025-11-30,2025-11-17,2024160,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362442,65538,1005-073,Rental,2407.95,2025-11-01,2025-11-30,2025-11-17,2024161,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362486,65539,1005-071,Rental,3616.76,2025-11-01,2025-11-30,2025-11-17,65672,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362486,65539,1005-071,Rental,3616.76,2025-11-01,2025-11-30,2025-11-17,TMD180-801,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362495,65540,1005-069,Rental,4100.58,2025-11-01,2025-11-30,2025-11-17,T42430,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362495,65540,1005-069,Rental,4100.58,2025-11-01,2025-11-30,2025-11-17,PNX-LC250/150-1286,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362495,65540,1005-069,Rental,4100.58,2025-11-01,2025-11-30,2025-11-17,T70389,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024162,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024163,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024164,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024165,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024166,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024168,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024169,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362498,65541,1005-077,Rental,6758,2025-11-01,2025-11-30,2025-11-17,2024175,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362500,65542,1005-076,Rental,800.88,2025-11-01,2025-11-30,2025-11-17,2024148,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513353,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513354,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513318,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513400,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513398,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513389,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513396,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362503,65543,1005-078,Rental,10734.32,2025-11-01,2025-11-30,2025-11-17,6513397,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362516,65780,1016-002,Rental,439.56,2025-11-01,2025-11-30,2025-11-17,2020777,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362523,65781,1016-003,Rental,436.23,2025-11-01,2025-11-30,2025-11-17,2020776,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362558,65782,1016-007,Rental,4284.03,2025-11-01,2025-11-30,2025-11-17,T40607,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362560,65783,1016-011,Rental,3971.58,2025-11-01,2025-11-30,2025-11-17,T35636,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362563,65784,1016-012,Rental,2538.57,2025-11-01,2025-11-30,2025-11-17,R716005,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362565,65785,1016-016,Rental,4528.29,2025-11-01,2025-11-30,2025-11-17,B120016012,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362612,65786,1016-017,Rental,4579.86,2025-11-01,2025-11-30,2025-11-18,B120016013,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362657,65787,1016-018,Rental,972.36,2025-11-01,2025-11-30,2025-11-18,137-9864,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362657,65787,1016-018,Rental,972.36,2025-11-01,2025-11-30,2025-11-18,137-9865,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362662,65788,1016-019,Rental,2442,2025-11-01,2025-11-30,2025-11-18,CPT17001,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362662,65788,1016-019,Rental,2442,2025-11-01,2025-11-30,2025-11-18,CPT17002,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362666,65789,1016-022,Rental,2074.59,2025-11-01,2025-11-30,2025-11-18,T41901,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362709,65791,1016-025,Rental,4368.63,2025-11-01,2025-11-30,2025-11-18,B120017002,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362711,65792,1016-026,Rental,547.23,2025-11-01,2025-11-30,2025-11-18,137-9862,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362740,65793,1016-027,Rental,739.82,2025-11-01,2025-11-30,2025-11-18,262238,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362740,65793,1016-027,Rental,739.82,2025-11-01,2025-11-30,2025-11-18,269216,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362747,65794,1016-028,Rental,1441.89,2025-11-01,2025-11-30,2025-11-18,1FDUF4GYXHEE35170,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362750,65795,1016-029,Rental,4118.79,2025-11-01,2025-11-30,2025-11-18,B25016070,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362750,65795,1016-029,Rental,4118.79,2025-11-01,2025-11-30,2025-11-18,217PS21795,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362750,65795,1016-029,Rental,4118.79,2025-11-01,2025-11-30,2025-11-18,2021487,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362750,65795,1016-029,Rental,4118.79,2025-11-01,2025-11-30,2025-11-18,2021488,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362756,65796,1016-030,Rental,815.12,2025-11-01,2025-11-30,2025-11-18,ARE119,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362756,65796,1016-030,Rental,815.12,2025-11-01,2025-11-30,2025-11-18,ARE121,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362767,65797,1016-031,Rental,1583.3,2025-11-01,2025-11-30,2025-11-18,269224,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362767,65797,1016-031,Rental,1583.3,2025-11-01,2025-11-30,2025-11-18,277881,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362767,65797,1016-031,Rental,1583.3,2025-11-01,2025-11-30,2025-11-18,277882,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362767,65797,1016-031,Rental,1583.3,2025-11-01,2025-11-30,2025-11-18,277883,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362782,65798,1016-032,Rental,629.37,2025-11-01,2025-11-30,2025-11-18,CT5G-111,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362788,65799,1016-033,Rental,1018.98,2025-11-01,2025-11-30,2025-11-18,13710276,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362788,65799,1016-033,Rental,1018.98,2025-11-01,2025-11-30,2025-11-18,13710278,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362798,65800,1016-034,Rental,8828.94,2025-11-01,2025-11-30,2025-11-18,C60i17003,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,Net-30
SINV-362803,65802,1016-037,Rental,12530.79,2025-11-01,2025-11-30,2025-11-18,B120016008,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362803,65802,1016-037,Rental,12530.79,2025-11-01,2025-11-30,2025-11-18,C15i17036,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362803,65802,1016-037,Rental,12530.79,2025-11-01,2025-11-30,2025-11-18,417PS22207,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362841,65803,1016-038,Rental,8876.67,2025-11-01,2025-11-30,2025-11-18,C40i18043,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362841,65803,1016-038,Rental,8876.67,2025-11-01,2025-11-30,2025-11-18,7B232,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362842,65804,1016-039,Rental,2080.56,2025-11-01,2025-11-30,2025-11-18,5B197,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362842,65804,1016-039,Rental,2080.56,2025-11-01,2025-11-30,2025-11-18,5B196,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362843,65805,1016-042,Rental,997.63,2025-11-01,2025-11-30,2025-11-18,13710849,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362843,65805,1016-042,Rental,997.63,2025-11-01,2025-11-30,2025-11-18,13710852,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362847,65806,1016-043,Rental,1278.59,2025-11-01,2025-11-30,2025-11-18,T52033,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362850,65807,1016-044,Rental,2197.8,2025-11-01,2025-11-30,2025-11-18,10876,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362850,65807,1016-044,Rental,2197.8,2025-11-01,2025-11-30,2025-11-18,10877,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362850,65807,1016-044,Rental,2197.8,2025-11-01,2025-11-30,2025-11-18,10880,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362850,65807,1016-044,Rental,2197.8,2025-11-01,2025-11-30,2025-11-18,10881,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362855,65809,1016-047,Rental,1144.41,2025-11-01,2025-11-30,2025-11-18,7B254,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362863,65810,1016-045,Rental,4336.22,2025-11-01,2025-11-30,2025-11-18,C15i18099,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362866,65812,1016-040,Rental,1683.87,2025-11-01,2025-11-30,2025-11-18,T44197,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362869,65813,1016-050,Rental,1080.52,2025-11-01,2025-11-30,2025-11-18,5B232,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362872,65814,1016-49,Rental,8003.1,2025-11-01,2025-11-30,2025-11-18,B120018011,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362877,65815,1016-048,Rental,10421.73,2025-11-01,2025-11-30,2025-11-18,C60i19001,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362881,65816,1016-051,Rental,1269.84,2025-11-01,2025-11-30,2025-11-18,13710878,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362881,65816,1016-051,Rental,1269.84,2025-11-01,2025-11-30,2025-11-18,13710879,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362891,65817,1016-035,Rental,835.06,2025-11-01,2025-11-30,2025-11-18,ARE122,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362900,65818,1016-054,Rental,5543.48,2025-11-01,2025-11-30,2025-11-18,2022755,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362900,65818,1016-054,Rental,5543.48,2025-11-01,2025-11-30,2025-11-18,2022760,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362900,65818,1016-054,Rental,5543.48,2025-11-01,2025-11-30,2025-11-18,T55915,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362900,65818,1016-054,Rental,5543.48,2025-11-01,2025-11-30,2025-11-18,T57417,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,2023201,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,2023214,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,2023215,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,2023217,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,2023218,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,T57416,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,2023430,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,6512949,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,B65020001,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,C30i19085,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,T62863,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362911,65819,1016-057,Rental,26742.47,2025-11-01,2025-11-30,2025-11-18,C30i20006,,AGI Cargo LLC,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362917,65820,1016-053,Rental,1290.24,2025-11-01,2025-11-30,2025-11-18,ARE060,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362920,65821,1016-058,Rental,1620.08,2025-11-01,2025-11-30,2025-11-18,1016-058-1,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362920,65821,1016-058,Rental,1620.08,2025-11-01,2025-11-30,2025-11-18,1016-058-2,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362922,65822,1016-060,Rental,5396.08,2025-11-01,2025-11-30,2025-11-18,6510476,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362922,65822,1016-060,Rental,5396.08,2025-11-01,2025-11-30,2025-11-18,GT35A1662,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
SINV-362922,65822,1016-060,Rental,5396.08,2025-11-01,2025-11-30,2025-11-18,119PS22983,,AGI Ground Inc,XCED Aviation Services - TAS/ATS/AGI US,Regular,First of the Month
